Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses
332,0,0,0,0,0,0,0,6,0,4,1048576,1,16777729,0
332,0,0,0,4,0,0,25380,2,50,12,1048576,0,49852,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
34404,28,6240,6,6,800000,1041,4096,9,0,5,262144,320,7400,0
34404,84,361824,10,10,449440,152,337128,14,10,7,262144,16736,1040,0
34404,84,30624,10,10,0,0,24848,14,10,6,524288,49504,1336,0
332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0
332,0,0,0,5,0,0,4096,9,0,4,1048576,0,2096,0
332,0,0,0,4,0,0,24576,6,0,4,1048576,0,0,0
332,56,126824,0,4,0,0,8192,48,0,3,1048576,34144,1216,0
332,0,0,0,5,0,0,192512,9,0,7,1048576,0,5640,0
332,0,0,0,4,184320,205,0,2,25,7,0,1,4096,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1392,0
332,28,4176,0,4,22016,117,4096,8,0,5,1048576,64,1036,0
332,0,0,9,8,0,0,0,9,0,6,1048576,0,26808,0
